iter	Logloss
137	0.2380064469
138	0.2379185198
139	0.2377254771
140	0.2376499827
141	0.2375772725
142	0.2374725813
143	0.2372995572
144	0.2372154027
145	0.2370578859
146	0.2369703455
147	0.2368920046
148	0.2368264539
149	0.2366978106
150	0.2366301942
151	0.236544402
152	0.2364617449
153	0.2363377029
154	0.2362574883
155	0.2361829727
156	0.2361195698
157	0.2359724907
158	0.2359185925
159	0.2358471464
160	0.2357697567
161	0.2356724351
162	0.235560182
163	0.2354336344
164	0.2353380579
165	0.2352549663
166	0.235116769
167	0.2349938145
168	0.2348843049
169	0.234830005
170	0.2347164975
171	0.2346709906
172	0.2345821357
173	0.2344864065
174	0.2344371226
175	0.2342913491
176	0.2341925447
177	0.234107817
178	0.2340528405
179	0.2339767874
180	0.2339102025
181	0.2338310714
182	0.2337750742
183	0.2337051743
184	0.2336502546
185	0.2335709878
186	0.2334534765
187	0.2333367892
188	0.2332515605
189	0.2331475154
190	0.2330794334
191	0.2330284259
192	0.2329665406
193	0.2329082574
194	0.2328384246
195	0.2327649394
196	0.2326925716
197	0.2326360784
198	0.2325162217
199	0.2324236452
200	0.2323488373
201	0.2322924596
202	0.2322420816
203	0.2321913875
204	0.2321181768
205	0.2320506533
206	0.2319951257
207	0.2319163699
208	0.2318392505
209	0.2317786541
210	0.2317162649
211	0.2316082844
212	0.2315762249
213	0.2315127318
214	0.2314517093
215	0.2313800265
216	0.2313256042
217	0.2312435419
218	0.2311756474
219	0.231100736
220	0.2310313205
221	0.2309475633
222	0.2308758054
223	0.2307669848
224	0.2307055522
225	0.2306047498
226	0.2305477022
227	0.2304925768
228	0.230453433
229	0.2304126008
230	0.230349802
231	0.2302803821
232	0.2302141773
233	0.2301580751
234	0.2300622185
235	0.2300095106
236	0.2299691325
237	0.2299053666
238	0.229838649
239	0.2297995849
240	0.22971759
241	0.2296320487
242	0.2295885956
243	0.2295428267
244	0.2294916732
245	0.2294178236
246	0.2293565614
247	0.2293041237
248	0.2292572777
249	0.2292004648
250	0.2291533696
251	0.2291020127
252	0.2290763427
253	0.2290312964
254	0.2289830278
255	0.2289465295
256	0.2289074839
257	0.2288585007
258	0.2288156083
259	0.2287645956
260	0.2286819013
261	0.2286239065
262	0.228560916
263	0.2284928568
264	0.2284425052
265	0.228392204
266	0.2283534704
267	0.2282883406
268	0.2282266323
269	0.2281136143
270	0.228068447
271	0.228029152
272	0.2279185272
273	0.2278730667
274	0.2278375684
275	0.2277907641
276	0.2277413776
277	0.2276941365
278	0.2276349019
279	0.2275637004
280	0.2275270867
281	0.2274805324
282	0.2274270045
283	0.227354781
284	0.2273145357
285	0.227257663
286	0.2272134248
287	0.227177067
288	0.2271465014
289	0.2270830578
290	0.2270321453
291	0.2269749742
292	0.2269141418
293	0.2268757603
294	0.2268120582
295	0.2267666389
296	0.2267140492
297	0.2266707018
298	0.2266384182
299	0.2266041797
300	0.2265623831
301	0.2265119819
302	0.2264566754
303	0.2263988787
304	0.2263520799
305	0.2263253539
306	0.2263001271
307	0.2262612539
308	0.2261999041
309	0.2261527742
310	0.2261110412
311	0.2260649463
312	0.2260373355
313	0.2260049922
314	0.2259659367
315	0.2258840738
316	0.225837153
317	0.2257667426
318	0.2256771767
319	0.2256121086
320	0.2255568319
321	0.2255114809
322	0.2254672946
323	0.2254372199
324	0.2253837094
325	0.2253574851
326	0.2253168268
327	0.2252653169
328	0.225216126
329	0.2251732916
330	0.2251333591
331	0.2251009712
332	0.225053556
333	0.2250180547
334	0.2249607606
335	0.2249104436
336	0.2248634464
337	0.2248123854
338	0.2247613548
339	0.2247069699
340	0.2246678849
341	0.2246237477
342	0.2245614349
343	0.2245024058
344	0.224458154
345	0.2244199456
346	0.2243865536
347	0.2243365837
348	0.224315195
349	0.2242754557
350	0.2242432133
351	0.2242006481
352	0.2241534134
353	0.2241123422
354	0.22408548
355	0.2240338297
356	0.2239446115
357	0.2239147069
358	0.2238534115
359	0.2238148293
360	0.2237635475
361	0.2236768816
362	0.2236386544
363	0.2235911821
364	0.2235478931
365	0.2235144605
366	0.2234826863
367	0.2234576171
368	0.22339862
369	0.2233482584
370	0.2233102508
371	0.2232807633
372	0.2232415903
373	0.2232000884
374	0.2231517748
375	0.2231186283
376	0.2230829773
377	0.2230454069
378	0.2230121831
379	0.2229961119
380	0.2229600677
381	0.2229252194
382	0.2228840116
383	0.2228492233
384	0.2228067246
385	0.2227701238
386	0.2227288605
387	0.2226767423
388	0.2226486465
389	0.2226047752
390	0.2225777685
391	0.2225501422
392	0.2225145851
393	0.2224795947
394	0.2224417687
395	0.2224174824
396	0.2223820085
397	0.2223365024
398	0.2223029613
399	0.2222619984
400	0.2222374793
401	0.2221677056
402	0.2221225939
403	0.2220648493
404	0.2220192256
405	0.22198781
406	0.2219592566
407	0.2219337042
408	0.2218908799
409	0.2218259061
410	0.2218023112
411	0.2217608467
412	0.221717169
413	0.2216778043
414	0.221646849
415	0.2216096562
416	0.2215785923
417	0.2215279198
418	0.2214949879
419	0.2214611622
420	0.2214147303
421	0.221385463
422	0.2213259759
423	0.2212958217
424	0.2212594731
425	0.2212157345
426	0.2211637504
427	0.2211356903
428	0.2211133127
429	0.22108882
430	0.2210481887
431	0.2210186784
432	0.2209788338
433	0.2209517718
434	0.2209111813
435	0.220847771
436	0.2208124933
437	0.2207837986
438	0.2207511894
439	0.220706723
440	0.2206693938
441	0.2206347571
442	0.2205789388
443	0.2205499064
444	0.2205144287
445	0.2204876846
446	0.2204201124
447	0.2203773341
448	0.2203579951
449	0.2203193114
450	0.2202249814
451	0.2201895256
452	0.2201546839
453	0.2201103819
454	0.2200619921
455	0.2200446228
456	0.2200074171
457	0.2199515806
458	0.2199190646
459	0.2198803865
460	0.2198492725
461	0.219818388
462	0.2197876642
463	0.2197607266
464	0.2196962941
465	0.2196423714
466	0.2195885182
467	0.2195432991
468	0.2195095926
469	0.2194765871
470	0.2194092381
471	0.2193725895
472	0.2193297981
473	0.2192928103
474	0.2192544079
475	0.2192008139
476	0.2191802981
477	0.2191608892
478	0.2191353812
479	0.2191094946
480	0.2190905022
481	0.2190281149
482	0.2190018518
483	0.2189690174
484	0.2189318458
485	0.2188807813
486	0.2188451832
487	0.2188078919
488	0.2187629723
489	0.2187269913
490	0.2186962528
491	0.2186577501
492	0.2186320088
493	0.2185957847
494	0.2185686136
495	0.2185480147
496	0.2185291254
497	0.2184983152
498	0.2184622998
499	0.2184289094
500	0.2184028149
501	0.2183742049
502	0.2183303454
503	0.2182991451
504	0.2182484773
505	0.218201551
506	0.2181674701
507	0.2181459242
508	0.2181185969
509	0.2180914976
510	0.2180690082
511	0.2180446418
512	0.2180129645
513	0.2179788166
514	0.2179473256
515	0.2179229813
516	0.217895776
517	0.2178440248
518	0.2178094583
519	0.2177517859
520	0.2177252637
521	0.2176947184
522	0.2176538492
523	0.217626585
524	0.217598316
525	0.2175736489
526	0.2175403578
527	0.2175099101
528	0.2174790492
529	0.2174404745
530	0.2174072071
531	0.2173764134
532	0.2173555427
533	0.2173263787
534	0.2173028954
535	0.2172739082
536	0.2172437542
537	0.2172126766
538	0.2171855678
539	0.2171562749
540	0.2171112715
541	0.2170717423
542	0.2170529384
543	0.2170132753
544	0.2169873064
545	0.2169526943
546	0.2169189178
547	0.2168752067
548	0.2168408783
549	0.2168106938
550	0.216782415
551	0.216763677
552	0.216730912
553	0.2166824873
554	0.2166595549
555	0.2166362738
556	0.2166048498
557	0.2165779311
558	0.2165512072
559	0.2165173766
560	0.2164856248
561	0.2164585699
562	0.216421714
563	0.2163913978
564	0.2163460939
565	0.2162747905
566	0.2162134871
567	0.2161858697
568	0.2161640824
569	0.2161261919
570	0.2160943004
571	0.2160711147
572	0.2160348193
573	0.2160046337
574	0.2159730657
575	0.215937366
576	0.2159081379
577	0.2158814787
578	0.2158375801
579	0.2158189016
580	0.215787549
581	0.2157691396
582	0.2157396654
583	0.2157155936
584	0.2156920076
585	0.2156601765
586	0.2156293405
587	0.2156114777
588	0.215578169
589	0.2155441276
590	0.2155274677
591	0.2155084173
592	0.2154868905
593	0.2154577509
594	0.2154185806
595	0.2154005998
596	0.2153503959
597	0.2153262215
598	0.2153040387
599	0.2152653401
600	0.2152255393
601	0.2152073924
602	0.2151783274
603	0.2151421431
604	0.2151155208
605	0.2150980391
606	0.2150808308
607	0.2150486814
608	0.2150181871
609	0.2149976477
610	0.2149624422
611	0.2149374483
612	0.2149064487
613	0.2148894403
614	0.2148648589
615	0.2148466951
616	0.2148221447
617	0.214799414
618	0.2147610969
619	0.2147315134
620	0.2147035979
621	0.2146822113
622	0.2146537077
623	0.214603002
624	0.2145672733
625	0.2145324526
626	0.2144926364
627	0.2144497723
628	0.2144155806
629	0.2143776019
630	0.214356805
631	0.2143282453
632	0.2143019486
633	0.2142811832
634	0.2142547937
635	0.214228192
636	0.2142067897
637	0.214187224
638	0.2141596851
639	0.2141324562
640	0.2141081543
641	0.2140789155
642	0.2140599049
643	0.2140283249
644	0.2140036893
645	0.2139799588
646	0.2139559851
647	0.2139116441
648	0.213896439
649	0.2138710047
650	0.213821292
651	0.2137924357
652	0.213761352
653	0.2137435851
654	0.2137200843
655	0.2136853756
656	0.2136574045
657	0.2136275096
658	0.2135840984
659	0.213561205
660	0.2135402707
661	0.2135075625
662	0.2134842571
663	0.2134588925
664	0.2134287588
665	0.2133936174
666	0.2133607325
667	0.2133140261
668	0.213288272
669	0.213257034
670	0.2132264745
671	0.21320561
672	0.2131634327
673	0.2131379378
674	0.2131118166
675	0.2130874013
676	0.2130539727
677	0.2130311677
678	0.2130093983
679	0.2129818266
680	0.2129578815
681	0.2129325207
682	0.2129140254
683	0.2128954919
684	0.2128598566
685	0.2128336621
686	0.2128181529
687	0.2128014885
688	0.2127697556
689	0.2127382986
690	0.2127062221
691	0.2126707296
692	0.2126334195
693	0.2126129106
694	0.2125866687
695	0.2125505135
696	0.2125245794
697	0.2125027098
698	0.2124781253
699	0.2124601688
700	0.2124272323
701	0.2124061731
702	0.2123748033
703	0.2123496995
704	0.2123312698
705	0.2123016205
706	0.2122691553
707	0.2122339797
708	0.2122055808
709	0.2121840731
710	0.2121526618
711	0.2121242712
712	0.2121012084
713	0.2120707681
714	0.2120521759
715	0.2120234293
716	0.2119942506
717	0.2119754655
718	0.2119443325
719	0.21192566
720	0.2119094634
721	0.2118884357
722	0.2118644732
723	0.2118324544
724	0.2117994778
725	0.2117717963
726	0.2117411446
727	0.2117130593
728	0.211688887
729	0.2116665828
730	0.2116383063
731	0.2116150214
732	0.2115841127
733	0.2115619069
734	0.2115299534
735	0.21150782
736	0.2114801533
737	0.2114555967
738	0.2114351001
739	0.2114078623
740	0.2113704552
741	0.2113434888
742	0.2113114309
743	0.2112779872
744	0.2112552924
745	0.2112182603
746	0.2111900178
747	0.2111595346
748	0.2111386139
749	0.2111192309
750	0.2110944857
751	0.2110732436
752	0.2110492661
753	0.2110222738
754	0.2110070712
755	0.2109850047
756	0.2109562963
757	0.2109356147
758	0.2109039695
759	0.2108751989
760	0.2108264588
761	0.2108022657
762	0.2107806325
763	0.2107563036
764	0.2107326809
765	0.2107072488
766	0.2106915046
767	0.2106610295
768	0.2106357896
769	0.2106005351
770	0.2105860914
771	0.2105542097
772	0.2105152613
773	0.2104891162
774	0.2104543133
775	0.2104335147
776	0.2104024425
777	0.2103754392
778	0.2103552308
779	0.2103128065
780	0.2102771171
781	0.2102471723
782	0.2102330744
783	0.2101999229
784	0.2101769204
785	0.2101522216
786	0.2101230828
787	0.2101051076
788	0.2100860112
789	0.210058638
790	0.2100367283
791	0.2100123506
792	0.209982511
793	0.2099661097
794	0.2099407908
795	0.2099149297
796	0.2098943607
797	0.2098836791
798	0.2098630244
799	0.2098407912
800	0.2098276055
801	0.2098065893
802	0.209772116
803	0.2097535403
804	0.2097258785
805	0.2096971198
806	0.2096704471
807	0.2096465196
808	0.2096244967
809	0.209602787
810	0.2095862128
811	0.2095636888
812	0.2095522786
813	0.2095397407
814	0.2095196442
815	0.2095110033
816	0.2094938626
817	0.2094668974
818	0.2094477926
819	0.2094208669
820	0.2093919024
821	0.2093777839
822	0.2093563554
823	0.2093346993
824	0.2093082813
825	0.2092854235
826	0.209262586
827	0.2092472667
828	0.2092174539
829	0.2091930918
830	0.2091718695
831	0.209152969
832	0.2091288173
833	0.2091037461
834	0.2090780941
835	0.2090517165
836	0.2090232902
837	0.2089927458
838	0.2089679911
839	0.2089447007
840	0.2089323431
841	0.2089038065
842	0.2088759802
843	0.208842863
844	0.2088176381
845	0.2087901831
846	0.2087583075
847	0.2087330147
848	0.2087082266
849	0.2086851293
850	0.2086581804
851	0.2086373402
852	0.2086105342
853	0.2085935254
854	0.2085696567
855	0.2085443265
856	0.2085218283
857	0.2085007583
858	0.2084758941
859	0.2084556648
860	0.2084297162
861	0.2083991948
862	0.2083824466
863	0.2083569743
864	0.20833361
865	0.2083083177
866	0.2082840945
867	0.2082587939
868	0.208231633
869	0.2082011009
870	0.2081875451
871	0.2081620556
872	0.208139079
873	0.2081096651
874	0.2080753672
875	0.2080524108
876	0.2080353495
877	0.2080123801
878	0.2079856197
879	0.2079707222
880	0.2079480473
881	0.2079291953
882	0.2079104701
883	0.2078883725
884	0.2078681942
885	0.2078595549
886	0.2078246492
887	0.207800706
888	0.2077684513
889	0.2077406109
890	0.2077136491
891	0.2076964952
892	0.2076728204
893	0.2076430636
894	0.2076196621
895	0.2075963645
896	0.2075736452
897	0.2075492869
898	0.207526961
899	0.2075062697
900	0.2074908876
901	0.2074674174
902	0.2074514548
903	0.2074274749
904	0.2074068741
905	0.2073813198
906	0.2073574751
907	0.2073338691
908	0.207308129
909	0.2072833473
910	0.2072582207
911	0.2072451666
912	0.2072131127
913	0.2071837209
914	0.2071373168
915	0.2071085678
916	0.2070874659
917	0.2070598366
918	0.2070355696
919	0.2070220555
920	0.2070022153
921	0.2069800512
922	0.206954914
923	0.2069245045
924	0.2069078194
925	0.2068863321
926	0.2068645151
927	0.2068453554
928	0.2068149515
929	0.206798493
930	0.2067751684
931	0.2067555388
932	0.2067320716
933	0.206710549
934	0.2066879392
935	0.2066609571
936	0.2066360326
937	0.2066149141
938	0.2065841266
939	0.2065726432
940	0.2065573595
941	0.2065387879
942	0.2065130702
943	0.2064673007
944	0.206442236
945	0.2064136337
946	0.2064001704
947	0.2063686011
948	0.2063495979
949	0.2063301061
950	0.206307713
951	0.2062840004
952	0.2062562205
953	0.206224552
954	0.2062112772
955	0.2061856313
956	0.2061593351
957	0.2061339894
958	0.2061185481
959	0.2060962185
960	0.2060844609
961	0.2060505358
962	0.2060243449
963	0.2060051553
964	0.205975727
965	0.2059463233
966	0.205926753
967	0.2059053671
968	0.2058916462
969	0.2058752698
970	0.2058527462
971	0.2058317642
972	0.2058069117
973	0.2057806018
974	0.2057575404
975	0.205722811
976	0.2056966995
977	0.2056712928
978	0.205651862
979	0.2056342156
980	0.2056083437
981	0.2055873073
982	0.2055596317
983	0.2055378593
984	0.2055179391
985	0.2055081749
986	0.2054885344
987	0.2054557086
988	0.2054355598
989	0.2054135452
990	0.2053944326
991	0.2053651764
992	0.2053424124
993	0.2053148635
994	0.2052981141
995	0.205271827
996	0.2052519641
997	0.205229912
998	0.20520675
999	0.2051846286
